,common_use,usps_abbr,pattern,combined,abbr_type
405,ARN,ARN,arn,"('arn', 'arn')",business
406,ARNTCL,ARNTCL,arntcl,"('arntcl', 'arntcl')",business
407,ARPRT,ARPRT,arprt,"('arprt', 'arprt')",business
408,ARPT,ARPRT,arpt,"('arpt', 'arprt')",business
409,ARROW,ARW,arrow,"('arrow', 'arw')",business
410,ARSENAL,ARSNL,arsenal,"('arsenal', 'arsnl')",business
411,ARSNL,ARSNL,arsnl,"('arsnl', 'arsnl')",business
412,ARSPC,ARSPC,arspc,"('arspc', 'arspc')",business
413,ARSTCRT,ARSTCRT,arstcrt,"('arstcrt', 'arstcrt')",business
414,ARSTT,ARSTT,arstt,"('arstt', 'arstt')",business
415,ART,ART,art,"('art', 'art')",business
416,ARTERY,ARTRY,artery,"('artery', 'artry')",business
417,ARTFL,ARTFL,artfl,"('artfl', 'artfl')",business
418,ARTIFCAL,ARTFL,artifcal,"('artifcal', 'artfl')",business
419,ARTIFICIAL,ARTFL,artificial,"('artificial', 'artfl')",business
420,ARTISAN,ARTSN,artisan,"('artisan', 'artsn')",business
421,ARTIST,ART,artist,"('artist', 'art')",business
422,ARTISTIC,ARTSTC,artistic,"('artistic', 'artstc')",business
423,ARTISTRY,ARTSTRY,artistry,"('artistry', 'artstry')",business
424,ARTRY,ARTRY,artry,"('artry', 'artry')",business
425,ARTSN,ARTSN,artsn,"('artsn', 'artsn')",business
426,ARTSTC,ARTSTC,artstc,"('artstc', 'artstc')",business
427,ARTSTRY,ARTSTRY,artstry,"('artstry', 'artstry')",business
428,ARW,ARW,arw,"('arw', 'arw')",business
429,ARWY,ARWY,arwy,"('arwy', 'arwy')",business
430,AS,ARSPC,as,"('as', 'arspc')",business
431,ASB,ASB,asb,"('asb', 'asb')",business
432,ASBESTOS,ASB,asbestos,"('asbestos', 'asb')",business
433,ASMBLY,ASMBLY,asmbly,"('asmbly', 'asmbly')",business
434,ASO,ASSOC,aso,"('aso', 'assoc')",business
435,ASOC,ASSOCD,asoc | asoc,"('asoc | asoc', 'assocd')",business
436,ASP,ASPHLT,asp,"('asp', 'asphlt')",business
437,ASPHALT,ASPHLT,asphalt,"('asphalt', 'asphlt')",business
438,ASPHLT,ASPHLT,asphlt,"('asphlt', 'asphlt')",business
439,ASRN,ASSURNC,asrn,"('asrn', 'assurnc')",business
440,ASS,ASSOC,ass,"('ass', 'assoc')",business
441,ASSC,ASSOC,assc,"('assc', 'assoc')",business
442,ASSCD,ASSOCD,asscd,"('asscd', 'assocd')",business
443,ASSCE,ASSOC,assce,"('assce', 'assoc')",business
444,ASSCO,ASSN,assco,"('assco', 'assn')",business
445,ASSEM,ASMBLY,assem,"('assem', 'asmbly')",business
446,ASSEMBLE,ASSMBL,assemble,"('assemble', 'assmbl')",business
447,ASSEMBLER,ASSMBLR,assembler,"('assembler', 'assmblr')",business
448,ASSEMBLY,ASMBLY,assembly,"('assembly', 'asmbly')",business
449,ASSET,ASST,asset,"('asset', 'asst')",business
450,ASSGN,ASSGN,assgn,"('assgn', 'assgn')",business
451,ASSIGNEE,ASSGN,assignee,"('assignee', 'assgn')",business
452,ASSIST,ASSIST,assist,"('assist', 'assist')",business
453,ASSISTANCE,ASSTNCE,assistance,"('assistance', 'asstnce')",business
454,ASSISTANT,ASSIST,assistant,"('assistant', 'assist')",business
455,ASSMBLR,ASSMBLR,assmblr,"('assmblr', 'assmblr')",business
456,ASSMPTN,ASSMPTN,assmptn,"('assmptn', 'assmptn')",business
457,ASSN,ASSN,assn,"('assn', 'assn')",business
458,ASSO,ASSOC,asso,"('asso', 'assoc')",business
459,ASSOC,ASSN,assoc | assoc | assoc,"('assoc | assoc | assoc', 'assn')",business
460,ASSOCATE,ASSOC,assocate,"('assocate', 'assoc')",business
461,ASSOCATED,ASSOCD,assocated,"('assocated', 'assocd')",business
462,ASSOCD,ASSOCD,assocd,"('assocd', 'assocd')",business
463,ASSOCI,ASSOC,associ,"('associ', 'assoc')",business
464,ASSOCIA,ASSOC,associa,"('associa', 'assoc')",business
465,ASSOCIAT,ASSOC,associat,"('associat', 'assoc')",business
466,ASSOCIATE,ASSOC,associate,"('associate', 'assoc')",business
467,ASSOCIATED,ASSOCD,associated,"('associated', 'assocd')",business
468,ASSOCIATION,ASSN,association,"('association', 'assn')",business
469,ASSOD,ASSOCD,assod,"('assod', 'assocd')",business
470,ASSR,ASSUR,assr,"('assr', 'assur')",business
471,ASSRNC,ASSURNC,assrnc,"('assrnc', 'assurnc')",business
472,ASST,ASSOC,asst | asst | asst,"('asst | asst | asst', 'assoc')",business
473,ASSTNCE,ASSTNCE,asstnce,"('asstnce', 'asstnce')",business
474,ASSUMPTION,ASSMPTN,assumption,"('assumption', 'assmptn')",business
475,ASSUR,ASSUR,assur | assur,"('assur | assur', 'assur')",business
476,ASSURANCE,ASSURNC,assurance,"('assurance', 'assurnc')",business
477,ASSURE,ASSUR,assure,"('assure', 'assur')",business
478,ASSURNC,ASSURNC,assurnc,"('assurnc', 'assurnc')",business
479,AST,ASSIST,ast,"('ast', 'assist')",business
480,ASTHTC,ASTHTC,asthtc,"('asthtc', 'asthtc')",business
481,ASTRNTC,ASTRNTC,astrntc,"('astrntc', 'astrntc')",business
482,ASTRONAUTIC,ASTRNTC,astronautic,"('astronautic', 'astrntc')",business
483,AT,ATTY,at,"('at', 'atty')",business
484,ATHC,ATHL,athc,"('athc', 'athl')",business
485,ATHL,ATHL,athl,"('athl', 'athl')",business
486,ATHLETIC,ATHL,athletic,"('athletic', 'athl')",business
487,ATHRTY,ATHRTY,athrty,"('athrty', 'athrty')",business
488,ATL,ATL,atl,"('atl', 'atl')",business
489,ATLANTIC,ATL,atlantic,"('atlantic', 'atl')",business
490,ATLAS,ATLS,atlas,"('atlas', 'atls')",business
491,ATLNTC,ATL,atlntc,"('atlntc', 'atl')",business
492,ATLS,ATLS,atls,"('atls', 'atls')",business
493,ATMC,ATMC,atmc,"('atmc', 'atmc')",business
494,ATMTN,AUTOMTN,atmtn,"('atmtn', 'automtn')",business
495,ATN,ATTN,atn,"('atn', 'attn')",business
496,ATOMIC,ATMC,atomic,"('atomic', 'atmc')",business
497,ATRNY,ATTY,atrny,"('atrny', 'atty')",business
498,ATT,ATTY,att | att | att,"('att | att | att', 'atty')",business
499,ATTACHE,ATT,attache,"('attache', 'att')",business
500,ATTC,ATTC,attc,"('attc', 'attc')",business
501,ATTENDANT,ATTNDNT,attendant,"('attendant', 'attndnt')",business
502,ATTENTION,ATTN,attention,"('attention', 'attn')",business
503,ATTIC,ATTC,attic,"('attic', 'attc')",business
504,ATTITUDE,ATTTD,attitude,"('attitude', 'atttd')",business
505,ATTN,ATTN,attn,"('attn', 'attn')",business
506,ATTNDNT,ATTNDNT,attndnt,"('attndnt', 'attndnt')",business
507,ATTNTN,ATTN,attntn,"('attntn', 'attn')",business
508,ATTNY,ATTY,attny,"('attny', 'atty')",business
509,ATTORNEY,ATTY,attorney,"('attorney', 'atty')",business
510,ATTTD,ATTTD,atttd,"('atttd', 'atttd')",business
511,ATTY,ATTY,atty,"('atty', 'atty')",business
512,ATY,ATTY,aty,"('aty', 'atty')",business
513,AUCT,AUCT,auct,"('auct', 'auct')",business
514,AUCTION,AUCT,auction,"('auction', 'auct')",business
515,AUCTIONEER,AUCTNR,auctioneer,"('auctioneer', 'auctnr')",business
516,AUCTIONEERING,ACTNRG,auctioneering,"('auctioneering', 'actnrg')",business
517,AUCTN,AUCT,auctn,"('auctn', 'auct')",business
518,AUCTNR,AUCTNR,auctnr,"('auctnr', 'auctnr')",business
519,AUD,AUDTR,aud | aud | aud | aud | aud | aud,"('aud | aud | aud | aud | aud | aud', 'audtr')",business
520,AUDIO,AUD,audio,"('audio', 'aud')",business
521,AUDIOLOGIST,AUDLGST,audiologist,"('audiologist', 'audlgst')",business
522,AUDIOLOGY,AUDLGY,audiology,"('audiology', 'audlgy')",business
523,AUDIOPR,AUDIOPR,audiopr,"('audiopr', 'audiopr')",business
524,AUDIOPROTH,AUDIOPR,audioproth,"('audioproth', 'audiopr')",business
525,AUDIOPROTHEISISTE,AUDIOPR,audioprotheisiste,"('audioprotheisiste', 'audiopr')",business
526,AUDIT,AUDT,audit,"('audit', 'audt')",business
527,AUDITING,ADTNG,auditing,"('auditing', 'adtng')",business
528,AUDITOR,AUDTR,auditor,"('auditor', 'audtr')",business
529,AUDITORIUM,ADTRM,auditorium,"('auditorium', 'adtrm')",business
530,AUDLGST,AUDLGST,audlgst,"('audlgst', 'audlgst')",business
531,AUDLGY,AUDLGY,audlgy,"('audlgy', 'audlgy')",business
532,AUDPROT,AUDIOPR,audprot,"('audprot', 'audiopr')",business
533,AUDT,AUDT,audt,"('audt', 'audt')",business
534,AUDTR,AUDTR,audtr,"('audtr', 'audtr')",business
535,AUT,AUTOMTV,aut | aut,"('aut | aut', 'automtv')",business
536,AUTH,ATHRTY,auth,"('auth', 'athrty')",business
537,AUTHORI,ATHRTY,authori,"('authori', 'athrty')",business
538,AUTHORITY,ATHRTY,authority,"('authority', 'athrty')",business
539,AUTHY,ATHRTY,authy,"('authy', 'athrty')",business
540,AUTMTC,AUTOMTC,autmtc,"('autmtc', 'automtc')",business
541,AUTO,AUTOMTV,auto | auto | auto | auto,"('auto | auto | auto | auto', 'automtv')",business
542,AUTOM,AUTOM,autom,"('autom', 'autom')",business
543,AUTOMATED,AUTOM,automated,"('automated', 'autom')",business
544,AUTOMATIC,AUTOMTC,automatic,"('automatic', 'automtc')",business
545,AUTOMATION,AUTOMTN,automation,"('automation', 'automtn')",business
546,AUTOMOBILE,AUTO,automobile,"('automobile', 'auto')",business
547,AUTOMOTIVE,AUTOMTV,automotive,"('automotive', 'automtv')",business
548,AUTOMTC,AUTOMTC,automtc,"('automtc', 'automtc')",business
549,AUTOMTN,AUTOMTN,automtn,"('automtn', 'automtn')",business
550,AUTOMTV,AUTOMTV,automtv,"('automtv', 'automtv')",business
551,AUX,AUX,aux,"('aux', 'aux')",business
552,AUXIL,AUX,auxil,"('auxil', 'aux')",business
553,AUXILARY,AUX,auxilary,"('auxilary', 'aux')",business
554,AUXILIARY,AUX,auxiliary,"('auxiliary', 'aux')",business
555,AUXILRY,AUX,auxilry,"('auxilry', 'aux')",business
556,AV,AVE,av,"('av', 'ave')",business
557,AVAILABILITY,AVLBLTY,availability,"('availability', 'avlblty')",business
558,AVE,AVE,ave,"('ave', 'ave')",business
559,AVENUE,AVE,avenue,"('avenue', 'ave')",business
560,AVI,AVN,avi,"('avi', 'avn')",business
561,AVIATION,AVN,aviation,"('aviation', 'avn')",business
562,AVIONIC,AVNC,avionic,"('avionic', 'avnc')",business
563,AVLBLTY,AVLBLTY,avlblty,"('avlblty', 'avlblty')",business
564,AVN,AVN,avn,"('avn', 'avn')",business
565,AVNC,AVNC,avnc,"('avnc', 'avnc')",business
566,AWARD,AWRD,award,"('award', 'awrd')",business
567,AWN,AWN,awn,"('awn', 'awn')",business
568,AWNG,AWN,awng,"('awng', 'awn')",business
569,AWNING,AWN,awning,"('awning', 'awn')",business
570,AWRD,AWRD,awrd,"('awrd', 'awrd')",business
571,BACHELOR,BCHLR,bachelor,"('bachelor', 'bchlr')",business
572,BACKHOE,BCKHOE,backhoe,"('backhoe', 'bckhoe')",business
573,BAGATELLE,BGTTL,bagatelle,"('bagatelle', 'bgttl')",business
574,BAILING,BLG,bailing,"('bailing', 'blg')",business
575,BAKED,BKD,baked,"('baked', 'bkd')",business
576,BAKER,BKR,baker,"('baker', 'bkr')",business
577,BAKERY,BKRY,bakery,"('bakery', 'bkry')",business
578,BAKING,BKG,baking,"('baking', 'bkg')",business
579,BAL,BAL,bal,"('bal', 'bal')",business
580,BALANCE,BAL,balance,"('balance', 'bal')",business
581,BALANCING,BALNCNG,balancing,"('balancing', 'balncng')",business
582,BALLER,BLLR,baller,"('baller', 'bllr')",business
583,BALLOON,BLN,balloon,"('balloon', 'bln')",business
584,BALLROOM,BLLRM,ballroom,"('ballroom', 'bllrm')",business
585,BALNCNG,BALNCNG,balncng,"('balncng', 'balncng')",business
586,BANK,BK,bank,"('bank', 'bk')",business
587,BANKER,BNKR,banker,"('banker', 'bnkr')",business
588,BANKING,BNKNG,banking,"('banking', 'bnkng')",business
589,BAPT,BAPT,bapt,"('bapt', 'bapt')",business
590,BAPTIST,BAPT,baptist,"('baptist', 'bapt')",business
591,BARB,BARB,barb,"('barb', 'barb')",business
592,BARBEQUE,BBQ,barbeque,"('barbeque', 'bbq')",business
593,BARBER,BARB,barber,"('barber', 'barb')",business
594,BARBQUE,BBQ,barbque,"('barbque', 'bbq')",business
595,BARBR,BARB,barbr,"('barbr', 'barb')",business
596,BARGAIN,BRGN,bargain,"('bargain', 'brgn')",business
597,BARREL,BRL,barrel,"('barrel', 'brl')",business
598,BARRISTER,BRRSTR,barrister,"('barrister', 'brrstr')",business
599,BASEBALL,BSBLL,baseball,"('baseball', 'bsbll')",business
600,BASEMENT,BSMNT,basement,"('basement', 'bsmnt')",business
601,BASIC,BSC,basic,"('basic', 'bsc')",business
602,BASKET,BSK,basket,"('basket', 'bsk')",business
603,BASKETBALL,BSKTBLL,basketball,"('basketball', 'bsktbll')",business
604,BATT,BATT,batt,"('batt', 'batt')",business
605,BATTERY,BATT,battery,"('battery', 'batt')",business
606,BAZAAR,BZR,bazaar,"('bazaar', 'bzr')",business
607,BB,BB,bb,"('bb', 'bb')",business
608,BBQ,BBQ,bbq,"('bbq', 'bbq')",business
609,BCCNR,BCCNR,bccnr,"('bccnr', 'bccnr')",business
610,BCH,BCH,bch,"('bch', 'bch')",business
611,BCHLR,BCHLR,bchlr,"('bchlr', 'bchlr')",business
612,BCKEYE,BCKEYE,bckeye,"('bckeye', 'bckeye')",business
613,BCKHOE,BCKHOE,bckhoe,"('bckhoe', 'bckhoe')",business
614,BCKT,BCKT,bckt,"('bckt', 'bckt')",business
615,BD,BD,bd,"('bd', 'bd')",business
616,BDDY,BDDY,bddy,"('bddy', 'bddy')",business
617,BDG,BRG,bdg,"('bdg', 'brg')",business
618,BDGT,BGT,bdgt,"('bdgt', 'bgt')",business
619,BDNG,BDNG,bdng,"('bdng', 'bdng')",business
620,BDR,BDR,bdr,"('bdr', 'bdr')",business
621,BDRY,BDRY,bdry,"('bdry', 'bdry')",business
622,BEACH,BCH,beach,"('beach', 'bch')",business
623,BEARING,BRNG,bearing,"('bearing', 'brng')",business
624,BEAUTICIAN,BTCN,beautician,"('beautician', 'btcn')",business
625,BEAUTY,BTY,beauty,"('beauty', 'bty')",business
626,BEAVER,BVR,beaver,"('beaver', 'bvr')",business
627,BEDDING,BEDG,bedding,"('bedding', 'bedg')",business
628,BEDG,BEDG,bedg,"('bedg', 'bedg')",business
629,BEGINNING,BGNG,beginning,"('beginning', 'bgng')",business
630,BEHAVIORAL,BHVRL,behavioral,"('behavioral', 'bhvrl')",business
631,BENEFICE,BNFC,benefice,"('benefice', 'bnfc')",business
632,BENEFICIAL,BNFCL,beneficial,"('beneficial', 'bnfcl')",business
633,BENEFIT,BNFT,benefit,"('benefit', 'bnft')",business
634,BENEVOLENT,BNVLNT,benevolent,"('benevolent', 'bnvlnt')",business
635,BERRY,BRY,berry,"('berry', 'bry')",business
636,BETR,BETR,betr,"('betr', 'betr')",business
637,BETTER,BETR,better,"('better', 'betr')",business
638,BEV,BEV,bev,"('bev', 'bev')",business
639,BEVERAGE,BEV,beverage,"('beverage', 'bev')",business
640,BGNG,BGNG,bgng,"('bgng', 'bgng')",business
641,BGR,BGR,bgr,"('bgr', 'bgr')",business
642,BGT,BGT,bgt,"('bgt', 'bgt')",business
643,BGTTL,BGTTL,bgttl,"('bgttl', 'bgttl')",business
644,BHVRL,BHVRL,bhvrl,"('bhvrl', 'bhvrl')",business
645,BIBLE,BB,bible,"('bible', 'bb')",business
646,BICYCLE,BIKE,bicycle,"('bicycle', 'bike')",business
647,BIJ,BIJ,bij,"('bij', 'bij')",business
648,BIJOU,BIJ,bijou,"('bijou', 'bij')",business
649,BIJOUTERIE,BIJTR,bijouterie,"('bijouterie', 'bijtr')",business
650,BIJTR,BIJTR,bijtr,"('bijtr', 'bijtr')",business
651,BIKE,BIKE,bike,"('bike', 'bike')",business
652,BILLD,BILLD,billd,"('billd', 'billd')",business
653,BILLETING,BLLTNG,billeting,"('billeting', 'blltng')",business
654,BILLIARD,BILLD,billiard,"('billiard', 'billd')",business
655,BILLING,BLLNG,billing,"('billing', 'bllng')",business
656,BINDER,BDR,binder,"('binder', 'bdr')",business
657,BINDERY,BDRY,bindery,"('bindery', 'bdry')",business
658,BINDING,BDNG,binding,"('binding', 'bdng')",business
659,BINGO,BNG,bingo,"('bingo', 'bng')",business
660,BIO,BIO,bio | bio | bio,"('bio | bio | bio', 'bio')",business
661,BIOCHEM,BIOCHEM,biochem,"('biochem', 'biochem')",business
662,BIOCHEMISTRY,BIOCHEM,biochemistry,"('biochemistry', 'biochem')",business
663,BIOGST,BIOGST,biogst,"('biogst', 'biogst')",business
664,BIOL,BIO,biol | biol | biol,"('biol | biol | biol', 'bio')",business
665,BIOLGCL,BIOL,biolgcl,"('biolgcl', 'biol')",business
666,BIOLOGICAL,BIOL,biological,"('biological', 'biol')",business
667,BIOLOGIST,BIOGST,biologist,"('biologist', 'biogst')",business
668,BIOLOGY,BIO,biology,"('biology', 'bio')",business
669,BIOMDCL,BIOMDCL,biomdcl,"('biomdcl', 'biomdcl')",business
670,BIOMEDICAL,BIOMDCL,biomedical,"('biomedical', 'biomdcl')",business
671,BIONMC,BIONMC,bionmc,"('bionmc', 'bionmc')",business
672,BIONOMIC,BIONMC,bionomic,"('bionomic', 'bionmc')",business
673,BIOTECH,BIOTECH,biotech,"('biotech', 'biotech')",business
674,BIOTECHNOLOGY,BIOTECH,biotechnology,"('biotechnology', 'biotech')",business
675,BISCUIT,BSCT,biscuit,"('biscuit', 'bsct')",business
676,BISHOP,BP,bishop,"('bishop', 'bp')",business
677,BISTRO,BSTR,bistro,"('bistro', 'bstr')",business
678,BK,BK,bk,"('bk', 'bk')",business
679,BKBNDNG,BKBNDNG,bkbndng,"('bkbndng', 'bkbndng')",business
680,BKBNDR,BKBNDR,bkbndr,"('bkbndr', 'bkbndr')",business
681,BKD,BKD,bkd,"('bkd', 'bkd')",business
682,BKG,BKG,bkg,"('bkg', 'bkg')",business
683,BKKP,BKPG,bkkp | bkkp,"('bkkp | bkkp', 'bkpg')",business
684,BKKPG,BKPG,bkkpg,"('bkkpg', 'bkpg')",business
685,BKKPNG,BKPG,bkkpng,"('bkkpng', 'bkpg')",business
686,BKKPR,BKPR,bkkpr,"('bkkpr', 'bkpr')",business
687,BKPG,BKPG,bkpg,"('bkpg', 'bkpg')",business
688,BKPR,BKPR,bkpr,"('bkpr', 'bkpr')",business
689,BKR,BNKR,bkr | bkr,"('bkr | bkr', 'bnkr')",business
690,BKRY,BKRY,bkry,"('bkry', 'bkry')",business
691,BKSHLF,BKSHLF,bkshlf,"('bkshlf', 'bkshlf')",business
692,BKSLLR,BKSLLR,bksllr,"('bksllr', 'bksllr')",business
693,BKSTR,BKSTR,bkstr,"('bkstr', 'bkstr')",business
694,BKY,BKRY,bky,"('bky', 'bkry')",business
695,BLACK,BLCK,black,"('black', 'blck')",business
696,BLACKSMITH,BSMITH,blacksmith,"('blacksmith', 'bsmith')",business
697,BLAZON,BLZN,blazon,"('blazon', 'blzn')",business
698,BLCK,BLCK,blck,"('blck', 'blck')",business
699,BLD,BLDG,bld,"('bld', 'bldg')",business
700,BLDG,BLDG,bldg,"('bldg', 'bldg')",business
701,BLDR,BLDR,bldr,"('bldr', 'bldr')",business
702,BLEN,BLEN,blen,"('blen', 'blen')",business
703,BLEND,BLEN,blend,"('blend', 'blen')",business
704,BLESSED,BLSSD,blessed,"('blessed', 'blssd')",business
705,BLG,BLG,blg,"('blg', 'blg')",business
706,BLIND,BLND,blind,"('blind', 'blnd')",business
707,BLK,BLK,blk | blk,"('blk | blk', 'blk')",business
708,BLLDZG,BLLDZG,blldzg,"('blldzg', 'blldzg')",business
709,BLLNG,BLLNG,bllng,"('bllng', 'bllng')",business
710,BLLR,BLLR,bllr,"('bllr', 'bllr')",business
711,BLLRM,BLLRM,bllrm,"('bllrm', 'bllrm')",business
712,BLLT,BLLT,bllt,"('bllt', 'bllt')",business
713,BLLTN,BLLTN,blltn,"('blltn', 'blltn')",business
714,BLLTNG,BLLTNG,blltng,"('blltng', 'blltng')",business
715,BLN,BLN,bln,"('bln', 'bln')",business
716,BLND,BLND,blnd,"('blnd', 'blnd')",business
717,BLOCK,BLK,block,"('block', 'blk')",business
718,BLPRNT,BLPRNT,blprnt,"('blprnt', 'blprnt')",business
719,BLSSD,BLSSD,blssd,"('blssd', 'blssd')",business
720,BLT,BLT,blt,"('blt', 'blt')",business
721,BLUEPRINT,BLPRNT,blueprint,"('blueprint', 'blprnt')",business
722,BLVD,BLVD,blvd,"('blvd', 'blvd')",business
723,BLZN,BLZN,blzn,"('blzn', 'blzn')",business
724,BMBR,BMBR,bmbr,"('bmbr', 'bmbr')",business
725,BNFC,BNFC,bnfc,"('bnfc', 'bnfc')",business
726,BNFCL,BNFCL,bnfcl,"('bnfcl', 'bnfcl')",business
727,BNFT,BNFT,bnft,"('bnft', 'bnft')",business
728,BNG,BNG,bng,"('bng', 'bng')",business
729,BNKG,BNKNG,bnkg,"('bnkg', 'bnkng')",business
730,BNKNG,BNKNG,bnkng,"('bnkng', 'bnkng')",business
731,BNKR,BNKR,bnkr,"('bnkr', 'bnkr')",business
732,BNVLNT,BNVLNT,bnvlnt,"('bnvlnt', 'bnvlnt')",business
733,BOARD,BD,board,"('board', 'bd')",business
734,BOARDING,BRDNG,boarding,"('boarding', 'brdng')",business
735,BOMBER,BMBR,bomber,"('bomber', 'bmbr')",business
736,BOOKBINDER,BKBNDR,bookbinder,"('bookbinder', 'bkbndr')",business
737,BOOKBINDING,BKBNDNG,bookbinding,"('bookbinding', 'bkbndng')",business
738,BOOKKEEPER,BKPR,bookkeeper,"('bookkeeper', 'bkpr')",business
739,BOOKKEEPING,BKPG,bookkeeping,"('bookkeeping', 'bkpg')",business
740,BOOKKPING,BKPG,bookkping,"('bookkping', 'bkpg')",business
741,BOOKSELLER,BKSLLR,bookseller,"('bookseller', 'bksllr')",business
742,BOOKSHELF,BKSHLF,bookshelf,"('bookshelf', 'bkshlf')",business
743,BOOKSTOR,BKSTR,bookstor,"('bookstor', 'bkstr')",business
744,BOOKSTORE,BKSTR,bookstore,"('bookstore', 'bkstr')",business
745,BORO,BORO,boro,"('boro', 'boro')",business
746,BOROUGH,BORO,borough,"('borough', 'boro')",business
747,BOT,BTM,bot,"('bot', 'btm')",business
748,BOTLD,BOTLD,botld,"('botld', 'botld')",business
749,BOTLNG,BTLG,botlng,"('botlng', 'btlg')",business
750,BOTTLED,BOTLD,bottled,"('bottled', 'botld')",business
751,BOTTLER,BTTLR,bottler,"('bottler', 'bttlr')",business
752,BOTTLING,BTLG,bottling,"('bottling', 'btlg')",business
753,BOTTOM,BTM,bottom,"('bottom', 'btm')",business
754,BOULEVARD,BLVD,boulevard,"('boulevard', 'blvd')",business
755,BOUTIQUE,BTQ,boutique,"('boutique', 'btq')",business
756,BOWL,BOWL,bowl,"('bowl', 'bowl')",business
757,BOWLING,BOWL,bowling,"('bowling', 'bowl')",business
758,BP,BP,bp,"('bp', 'bp')",business
759,BPTST,BAPT,bptst,"('bptst', 'bapt')",business
760,BR,BRG,br | br,"('br | br', 'brg')",business
761,BRAIN,BRN,brain,"('brain', 'brn')",business
762,BRAKE,BRK,brake,"('brake', 'brk')",business
763,BRANCH,BR,branch,"('branch', 'br')",business
764,BRASSERIE,BRSSR,brasserie,"('brasserie', 'brssr')",business
765,BRCH,BR,brch,"('brch', 'br')",business
766,BRCK,BRCK,brck,"('brck', 'brck')",business
767,BRD,BD,brd,"('brd', 'bd')",business
768,BRDCST,BRDCSTR,brdcst | brdcst,"('brdcst | brdcst', 'brdcstr')",business
769,BRDCSTR,BRDCSTR,brdcstr,"('brdcstr', 'brdcstr')",business
770,BRDGE,BRG,brdge,"('brdge', 'brg')",business
771,BRDL,BRDL,brdl,"('brdl', 'brdl')",business
772,BRDNG,BRDNG,brdng,"('brdng', 'brdng')",business
773,BRDR,BRDR,brdr,"('brdr', 'brdr')",business
774,BRDWY,BRDWY,brdwy,"('brdwy', 'brdwy')",business
775,BREEDER,BRDR,breeder,"('breeder', 'brdr')",business
776,BREWERY,BRWRY,brewery,"('brewery', 'brwry')",business
777,BREWING,BRWNG,brewing,"('brewing', 'brwng')",business
778,BRF,BRF,brf,"('brf', 'brf')",business
779,BRGN,BRGN,brgn,"('brgn', 'brgn')",business
780,BRICK,BRCK,brick,"('brick', 'brck')",business
781,BRIDAL,BRDL,bridal,"('bridal', 'brdl')",business
782,BRIDGE,BRG,bridge,"('bridge', 'brg')",business
783,BRIEF,BRF,brief,"('brief', 'brf')",business
784,BRIG,BRIG,brig,"('brig', 'brig')",business
785,BRIGADIER,BRIG,brigadier,"('brigadier', 'brig')",business
786,BRIQUETTE,BRQTT,briquette,"('briquette', 'brqtt')",business
787,BRITISH,BRTSH,british,"('british', 'brtsh')",business
788,BRK,BRKR,brk | brk | brk,"('brk | brk | brk', 'brkr')",business
789,BRKG,BRKRGE,brkg,"('brkg', 'brkrge')",business
790,BRKR,BRKR,brkr,"('brkr', 'brkr')",business
791,BRKRGE,BRKRGE,brkrge,"('brkrge', 'brkrge')",business
792,BRL,BRL,brl,"('brl', 'brl')",business
793,BRN,BRWN,brn | brn,"('brn | brn', 'brwn')",business
794,BRNCH,BR,brnch,"('brnch', 'br')",business
795,BRNG,BRNG,brng,"('brng', 'brng')",business
796,BRNNG,BRNNG,brnng,"('brnng', 'brnng')",business
797,BRO,BRO,bro,"('bro', 'bro')",business
